,Unnamed: 0,county_code,population_density,urbanization_rate,population_per_pharmacy,installations_watersupply,installations_toilet,installations_bathroom,installations_central_heating,installations_network_gas,appartment_area_per_person,appartments_per_1000_persons,persons_per_appartment,persons_per_room,persons_per_library,library_books_per_1000_persons,library_readers_per_1000_persons,library_loans_per_reader,forests_area,unemployed_f,unemployed_m,unemployment_rate,bicycle_paths_per_100km2,bicycle_paths_per_10k_persons,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,expenditures_per_capita,investment_expenditures_per_capita,children_3_5_in_kindergartens,net_scholarization,marriages_per_1000_persons,birthrate_per_1000_persons,net_migrations_per_1000_persons,average_wage_relative,doctors_per_1000_persons,beds_in_hospitals,cars_per_1000_persons,motorcycles_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,type_of_municipality,PO_percent,Konfederacja_percent,PSL_percent,PIS_percent,SLD_percent,percent_vaccinated_01,percent_vaccinated_01_r,population_total_f_ratio_total,frekwencja_wyborcza,population_density_log,population_density_sqrt,healthcare_advices_ratio_total,forests_area_ratio_area_km2,population_0_4_total_percent,population_5_9_total_percent,population_10_14_total_percent,population_15_19_total_percent,population_20_24_total_percent,population_25_29_total_percent,population_30_34_total_percent,population_35_39_total_percent,population_40_44_total_percent,population_45_49_total_percent,population_50_54_total_percent,population_55_59_total_percent,population_60_64_total_percent,population_65_69_total_percent,population_70_74_total_percent,population_75_79_total_percent,population_80_84_total_percent,unemployed_over_50_ratio_population_50_60
686,686,1010000,75.5,0.0,6155,96.3,91.7,86.9,81.1,0.7,29.2,315.5,3.17,0.72,2462,5097,102,13.2,1137.12,140.0,133.0,3.8,0.0,0.0,5037.02,707.87,5.96,5282.55,607.73,779.0,95.6,3.8,-3.57,4.9,77.0,2.0,28,657.6,53.0,16.55,34.8,22.32,21.61,332.09,2,0.1000181192244971,0.0536329045116869,0.0913208914658452,0.673129190070665,0.0818988947273056,0.535,0.1402293413086503,0.5114956535868064,0.5865435079248452,4.324132656254979,8.689073598491383,4.07758550653993,6.976196319018404,0.0534568202128523,0.0562190267284101,0.0648306117475018,0.0581688195629214,0.0529693720042245,0.0621496466000487,0.062312129336258,0.0803477130554878,0.0839223332520919,0.0763668860183605,0.0584937850353399,0.0580875781948168,0.0616621983914209,0.0619059224957348,0.0432204078316678,0.0259972377934844,0.0212852384434153,0.0425087108013937
687,687,1010000,88.4,36.4,4162,94.2,90.6,86.7,78.3,16.9,32.4,343.8,2.91,0.66,4162,3875,147,21.9,1898.45,226.0,250.0,4.8,2.87,3.24,5330.53,862.64,4.85,5292.62,817.01,699.0,89.85,3.8,-4.26,2.5,77.0,2.0,28,657.6,53.0,16.55,34.8,22.32,21.61,332.09,3,0.1368582767891435,0.0649084624247855,0.0827038791447958,0.5871207271796185,0.1284086544616566,0.534,0.136210204834549,0.5045055869277905,0.6127485108687244,4.481871969643598,9.402127418834526,5.44875645800793,10.09813829787234,0.0498618286675477,0.0523849573471104,0.0617565781569145,0.0582121831070527,0.0528655532860747,0.0580920341223116,0.0646401537907004,0.079959149345188,0.0787576594977772,0.0771957226961432,0.0672834314550042,0.0588730025231286,0.0698666346269374,0.0612159077255797,0.0458368376787216,0.0233689775321398,0.0195842845127958,0.0628571428571428
688,688,1010000,69.9,0.0,3980,94.9,85.6,82.3,78.4,1.6,32.3,323.0,3.1,0.67,2985,2725,54,20.2,1019.0,145.0,125.0,3.8,0.59,0.84,6061.06,734.18,50.76,5614.57,840.17,663.0,88.77,3.3,-3.1,3.8,77.0,2.0,28,657.6,53.0,16.55,34.8,22.32,21.61,332.09,2,0.0733522324592487,0.0605953224663359,0.0698086463501063,0.7205882352941176,0.0756555634301913,0.521,0.0840494443424518,0.5083752093802345,0.6169707438194969,4.247065649239764,8.360621986431392,3.915996649916248,5.95906432748538,0.0536013400335008,0.0578726968174204,0.0636515912897822,0.0561139028475711,0.0603852596314907,0.0632328308207705,0.064321608040201,0.0801507537688442,0.0827470686767169,0.0746231155778894,0.0619765494137353,0.0543551088777219,0.0598827470686767,0.05536013400335,0.0465661641541038,0.0247068676716917,0.021608040201005,0.0554355651547876
689,689,1010000,51.7,28.9,2612,96.8,87.5,84.9,78.6,18.5,33.0,358.3,2.79,0.64,2612,4326,132,9.3,716.0,67.0,76.0,3.2,1.45,2.81,6962.58,1049.21,60.9,6477.35,1464.53,904.0,90.65,3.6,-1.4,2.5,77.0,2.0,28,657.6,53.0,16.55,34.8,22.32,21.61,332.09,3,0.1154219204655674,0.0841416100872938,0.1530067895247332,0.5601357904946653,0.08729388942774,0.536,0.1442496088445469,0.5057427258805512,0.6594534828621071,3.945457781514384,7.19027120489902,4.096860643185298,4.7105263157894735,0.0581929555895865,0.0562787136294027,0.0566615620214395,0.0491322103113833,0.0458141909137315,0.057299642674834,0.0710821847881572,0.0772077590607452,0.0742725880551301,0.0722307299642674,0.0641909137314956,0.0598519652884124,0.0715926493108728,0.0645737621235324,0.0516845329249617,0.0271822358346094,0.023226135783563,0.0411522633744856
690,690,1011000,34.6,0.0,3963,96.2,83.7,78.4,70.1,0.3,33.4,382.3,2.62,0.65,1982,5863,124,9.2,784.68,48.0,49.0,4.2,0.0,0.0,6679.82,591.82,-0.12,6530.69,1801.46,539.0,103.84,3.5,-4.54,5.8,103.0,8.7,286,750.8,79.1,15.76,32.33,24.49,23.11,940.5,2,0.1270358306188925,0.0483170466883821,0.1601520086862106,0.5787187839305103,0.0781758957654723,0.545,0.1804883757122938,0.4986121625031541,0.592662871600253,3.543853682063679,5.882176467941097,3.43401463537724,6.823304347826086,0.0570275044158465,0.0499621498864496,0.061821852132223,0.0499621498864496,0.0454201362604087,0.0603078475902094,0.0729245521069896,0.0734292202876608,0.0764572293716881,0.0716628816553116,0.0623265203128942,0.0640928589452435,0.0653545293969215,0.0648498612162503,0.0512238203381276,0.025485743123896,0.025485743123896,0.0399201596806387
691,691,1011000,26.9,0.0,0,94.7,80.3,75.8,65.5,0.4,40.2,452.7,2.21,0.52,3435,5721,108,27.4,740.08,58.0,69.0,6.4,0.0,0.0,5397.77,453.74,1.55,5367.7,507.84,571.0,90.0,2.3,-3.49,5.2,103.0,8.7,286,750.8,79.1,15.76,32.33,24.49,23.11,940.5,2,0.1354916067146283,0.0419664268585131,0.0857314148681055,0.6498800959232613,0.079136690647482,0.531,0.1241592527956596,0.4966521106259097,0.5869489760499826,3.292126286607793,5.186520991955976,6.348762736535663,5.781875,0.0512372634643377,0.0497816593886462,0.0524017467248908,0.0503639010189228,0.0500727802037845,0.0622998544395924,0.072197962154294,0.0698689956331877,0.0669577874818049,0.0646288209606986,0.0716157205240174,0.0585152838427947,0.0806404657933042,0.0713245997088791,0.0483260553129548,0.0296943231441048,0.0262008733624454,0.0604026845637583
692,692,1011000,66.3,47.1,1862,96.8,90.9,87.7,78.3,15.1,32.0,403.2,2.48,0.62,4965,4749,125,20.6,1289.2,246.0,238.0,5.5,4.68,7.05,6827.91,836.8,22.14,7570.08,3595.17,927.0,88.18,3.9,-6.55,-3.5,103.0,8.7,286,750.8,79.1,15.76,32.33,24.49,23.11,940.5,3,0.1703713743561941,0.0467606397397668,0.1989699105448631,0.4696394686907021,0.1053130929791271,0.5870000000000001,0.351577226867064,0.513595166163142,0.598018061216335,4.194189897191817,8.142481194328912,5.6051695199731455,5.729777777777778,0.044645854313528,0.049479691171534,0.0506210137630077,0.0468613628734474,0.051896609600537,0.0567304464585431,0.0624370594159113,0.0757972473984558,0.0800268546492111,0.0734474655924806,0.0696206780798925,0.0643168848606915,0.0745887881839543,0.0668680765357502,0.0600201409869083,0.0313528029540114,0.024236320913058,0.0736842105263157
693,693,1011000,53.0,42.8,1708,96.0,88.4,82.8,71.1,1.9,34.5,427.0,2.34,0.59,1708,4198,96,17.9,724.88,104.0,118.0,5.6,1.86,3.51,8165.73,757.32,19.69,7832.49,1906.96,833.0,116.73,4.2,-7.42,0.0,103.0,8.7,286,750.8,79.1,15.76,32.33,24.49,23.11,940.5,3,0.1327990841442473,0.0500858614768174,0.0967372638809387,0.6199198626216371,0.0890097309673726,0.563,0.2533464330441,0.5123664569003366,0.5975712599089222,3.970291913552122,7.280109889280518,7.097468169178985,5.61922480620155,0.0449290209278501,0.0437582321088833,0.052685496853505,0.0434655349041416,0.0471242499634128,0.0598565783696765,0.0703936777403775,0.0725889067759402,0.0711254207522318,0.0714181179569735,0.0677594028977023,0.0642470364408019,0.0725889067759402,0.0645397336455436,0.0668813112834772,0.0320503439192155,0.028684326064686,0.0521064301552106
694,694,1011000,43.5,0.0,6101,91.9,82.6,77.1,73.8,1.3,29.7,329.9,3.03,0.74,3051,5351,121,17.9,411.41,92.0,103.0,5.4,5.21,11.97,6400.48,571.26,360.89,5888.09,1447.63,541.0,72.52,3.9,-3.28,2.3,103.0,8.7,286,750.8,79.1,15.76,32.33,24.49,23.11,940.5,2,0.0901607212857702,0.0627205017640141,0.1344570756566052,0.6158369266954136,0.0823206585652685,0.5479999999999999,0.192593107115784,0.4984428782166858,0.5178713264495631,3.7727609380946383,6.59545297913646,3.655630224553352,2.9386428571428573,0.0558924766431732,0.0529421406326831,0.0501557121783314,0.0454023930503196,0.0550729388624815,0.0645795771185051,0.0694968038026553,0.071299786920177,0.0711358793640386,0.0690050811342403,0.0701524340272086,0.0663825602360268,0.070808064251762,0.0635961317816751,0.048024913948533,0.0299950827733158,0.0240944107523356,0.0528211284513805
695,695,1011000,33.2,0.0,4813,93.9,77.9,73.4,63.0,0.5,33.8,383.8,2.61,0.65,1604,4954,85,10.0,1409.22,64.0,86.0,5.5,0.0,0.0,5811.55,512.45,1.12,5786.58,1102.86,631.0,89.97,4.3,-9.93,0.2,103.0,8.7,286,750.8,79.1,15.76,32.33,24.49,23.11,940.5,2,0.0839760068551842,0.0501285347043701,0.175235646958012,0.6118251928020566,0.0694087403598971,0.514,0.0560146415546713,0.493455225431124,0.5729442970822282,3.502549875922443,5.761944116355173,3.70413463536256,9.78625,0.0531892790359443,0.048826095990027,0.051527114066071,0.0463328485352171,0.0513193434448369,0.0596301682942032,0.0608767920216081,0.0772906710991065,0.0658632869312279,0.0635778100976521,0.0648244338250571,0.0671099106586328,0.071265323083316,0.071265323083316,0.0587990858092665,0.0336588406399335,0.0276334926241429,0.0677165354330708
696,696,1012000,867.3,100.0,2478,98.4,96.5,95.1,85.0,52.6,30.6,439.1,2.28,0.62,8921,5385,205,11.6,103.0,589.0,429.0,3.9,21.78,2.51,5348.99,1014.3,88.04,5241.92,798.04,978.0,101.08,3.7,-7.54,-3.5,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,1,0.3317484037494905,0.0577367205542725,0.0398949418104424,0.4595390119096137,0.1110809219761807,0.589,0.359832969155352,0.5259724246160744,0.6081305686493556,6.76538493769041,29.44995755514768,7.103015357022755,2.019607843137255,0.0418787131487501,0.0425512834883981,0.0480887792848335,0.0438067481224078,0.0463849344243918,0.0579755632776594,0.062661136643874,0.074677726712252,0.0774128460934872,0.0751036879273624,0.0666517206591189,0.0660688263647573,0.076247057504764,0.0747674027575383,0.062549041587266,0.0332025557672906,0.0280237641520008,0.05625
697,697,1012000,90.0,0.0,0,97.2,87.6,82.3,79.9,0.3,32.8,336.9,2.97,0.69,4574,3037,35,12.8,630.1,47.0,32.0,2.8,0.0,0.0,5170.13,692.64,10.38,4908.92,515.51,669.0,73.0,4.8,-4.34,-1.1,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.2153846153846154,0.0660049627791563,0.0660049627791563,0.56575682382134,0.086848635235732,0.501,0.0040000053333461,0.4925666812418015,0.5969195001453066,4.499809670330265,9.486832980505138,1.2975513773502405,12.354901960784314,0.054656755574989,0.0559685177087888,0.0662439877568867,0.0529077393965894,0.0642763445561871,0.0658067337122868,0.0614341932662877,0.0822037603847835,0.0804547442063839,0.0802361171840839,0.0690861390467861,0.0579361609094884,0.0559685177087888,0.0553126366418889,0.0443812855268911,0.0238303454306952,0.0157411456055968,0.0292598967297762
698,698,1012000,50.7,0.0,5882,90.1,79.2,76.0,68.0,0.3,32.8,410.9,2.43,0.64,1961,4544,129,12.9,1185.7,72.0,71.0,4.1,1.55,3.06,5036.5,624.92,2.16,4962.54,389.57,597.0,88.53,4.7,-10.11,-3.9,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.1774553571428571,0.0706845238095238,0.0833333333333333,0.5669642857142857,0.1015625,0.512,0.0480092191863606,0.4945596735804148,0.5396323384067998,3.9259259105971376,7.12039324756716,2.947976878612717,10.221551724137932,0.041992519551173,0.0421625297517851,0.0521931315878952,0.0435226113566814,0.0506630397823869,0.0622237334240054,0.0627337640258415,0.0727643658619517,0.0739544372662359,0.0708942536552193,0.0700442026521591,0.0663039782386943,0.0804148248894933,0.0731043862631758,0.0532131927915674,0.0304318259095545,0.0258415504930295,0.0822942643391521
699,699,1012000,92.0,0.0,2874,97.0,87.4,82.9,80.3,30.7,32.1,396.7,2.52,0.63,1916,3352,127,12.4,947.55,93.0,41.0,4.0,0.0,0.0,5575.19,909.81,10.09,5693.64,1100.87,592.0,86.46,4.2,-4.52,2.6,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.1547196593328602,0.0766501064584812,0.0688431511710433,0.602555003548616,0.0972320794889992,0.523,0.0920649731765818,0.511134307585247,0.5984959264675161,4.5217885770490405,9.591663046625438,3.046972860125261,15.283064516129032,0.0494084899095337,0.0473208072372999,0.0600208768267223,0.0502783576896311,0.052018093249826,0.0588030619345859,0.0647181628392484,0.0765483646485734,0.0805497564370215,0.0739387613082811,0.063500347947112,0.0648921363952679,0.0676757132915796,0.0640222686151704,0.0534098816979819,0.0260960334029227,0.022616562282533,0.043360433604336
700,700,1012000,59.2,46.8,5711,97.5,81.8,76.0,75.1,19.0,33.2,391.9,2.55,0.61,2856,4346,109,24.0,1191.1,62.0,34.0,2.8,0.31,0.53,8775.19,957.85,323.18,7221.96,682.55,695.0,91.79,3.8,-6.28,-0.2,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,3,0.1092114445219818,0.0704815073272854,0.0554780181437543,0.6898115840893231,0.0750174459176552,0.542,0.1683968173254614,0.5025389599019436,0.6151399491094147,4.0809215418899605,7.694153624668538,2.868324286464717,12.407291666666666,0.0427245666258098,0.0525302048677989,0.0609350376466468,0.0511293994046576,0.0520049028191209,0.0647872526702854,0.067588863596568,0.0733671861320259,0.0709157765715286,0.0751181929609525,0.0705655752057433,0.067588863596568,0.0710908772544212,0.0588338294519348,0.0502538959901943,0.0246891962878655,0.0222377867273682,0.0278833967046894
701,701,1012000,42.1,0.0,4280,94.9,84.5,81.3,74.8,3.9,31.7,332.5,3.01,0.66,4280,3107,81,9.9,950.66,47.0,33.0,3.1,0.0,0.0,5028.28,571.17,16.46,4926.06,488.69,669.0,92.86,4.2,-9.26,-3.2,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.1553090332805071,0.0512414157422081,0.080824088748019,0.5541468568409932,0.1584786053882725,0.519,0.0760366130601275,0.5044392523364486,0.5437057991513438,3.740047740688336,6.488451279003334,3.493457943925234,9.320196078431373,0.0490654205607476,0.0537383177570093,0.0588785046728971,0.0565420560747663,0.0537383177570093,0.058411214953271,0.0637850467289719,0.0771028037383177,0.0845794392523364,0.0705607476635514,0.0689252336448598,0.0591121495327102,0.0714953271028037,0.0595794392523364,0.0432242990654205,0.0275700934579439,0.0242990654205607,0.0364963503649635
702,702,1012000,41.6,0.0,4398,94.2,77.9,72.4,73.0,0.5,30.1,347.2,2.88,0.7,4398,3816,94,12.8,938.6,52.0,29.0,3.1,0.0,0.0,5058.52,570.59,27.4,5170.18,650.88,605.0,94.72,2.5,-8.85,-0.9,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.1463659147869674,0.0466165413533834,0.1077694235588972,0.625062656641604,0.0741854636591478,0.555,0.2208938315801944,0.5036380172805821,0.5421750663129974,3.728100167267218,6.44980619863884,3.742155525238745,8.854716981132075,0.0397908140063665,0.0529786266484765,0.0584356525693497,0.0534333788085493,0.0522964984083674,0.0602546612096407,0.066393815370623,0.0713960891314233,0.0800363801728058,0.071168713051387,0.0698044565711687,0.0604820372896771,0.066393815370623,0.0684402000909504,0.0493406093678945,0.0297862664847658,0.0263756252842201,0.031413612565445
703,703,1012000,66.9,0.0,0,95.0,89.2,85.5,79.5,0.4,31.3,318.6,3.14,0.67,1055,3706,100,13.0,417.14,43.0,19.0,2.4,0.0,0.0,6164.96,831.85,2.21,5845.79,1105.95,583.0,87.97,4.3,-5.21,1.7,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.138194798572157,0.0637429882712901,0.0724120346761856,0.649158592554819,0.0764915859255482,0.478,-0.0880568553911828,0.4994074425219246,0.5797733217088056,4.203198967134183,8.179242018671413,4.915382792130837,6.621269841269841,0.0526191040530931,0.0507229201232519,0.0545152879829343,0.0474045982460298,0.0618630007110689,0.0701588054041242,0.0706328513865845,0.0770324721497985,0.0770324721497985,0.0734771272813463,0.0654183455795212,0.0625740696847594,0.0658923915619815,0.0594927707987674,0.0421900924389665,0.0282057359563877,0.0201469542545626,0.0296296296296296
704,704,1012000,56.9,0.0,0,97.0,82.9,78.2,74.0,0.8,30.2,330.2,3.03,0.73,2355,4456,144,14.7,1129.07,46.0,38.0,3.0,0.0,0.0,5195.41,746.38,3.3,5262.19,918.64,750.0,85.71,2.6,-3.62,2.8,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.1745166088249876,0.0436291522062469,0.0738720872583044,0.631631135349529,0.076351016360932,0.496,-0.0160003413464411,0.4797196857082183,0.5296708991966831,4.041295341132285,7.543208866258444,2.7504778084519006,13.603253012048192,0.0469314079422382,0.0486302824378849,0.0613718411552346,0.050966234869399,0.0533021873009131,0.0628583563389254,0.0622212784030579,0.0779358674877893,0.0781482267997451,0.08451900615842,0.0575493735400297,0.065831386706307,0.0622212784030579,0.0668931832660862,0.0501167976215757,0.0256954767466553,0.0252707581227436,0.0413080895008605
705,705,1012000,34.4,0.0,0,87.7,79.0,74.8,69.5,0.0,32.3,368.8,2.71,0.67,3989,4586,146,14.2,1031.0,80.0,57.0,6.1,0.0,0.0,6314.06,1389.58,1.7,5855.54,1047.68,717.0,89.23,3.5,-5.51,-3.8,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.0999473961073119,0.0410310362966859,0.0889005786428195,0.7022619673855865,0.067859021567596,0.525,0.1000834585569826,0.5081474053647531,0.5683474205770912,3.5380565643793527,5.865151319446072,2.8789170218099773,8.887931034482758,0.0521433943344196,0.0513913261469039,0.0596640762095763,0.0511406367510654,0.0471296064176485,0.0551516670844823,0.0721985460015041,0.0769616445224367,0.0714464778139884,0.0684382050639258,0.0561544246678365,0.0569064928553522,0.0734519929806969,0.0732013035848583,0.0521433943344196,0.0323389320631737,0.0258210077713712,0.0576496674057649
706,706,1012000,35.9,49.1,2270,96.6,84.7,79.5,74.2,0.4,32.7,413.4,2.42,0.62,3405,3827,93,23.4,1361.47,172.0,163.0,8.4,0.0,0.0,5514.33,670.79,11.77,5372.37,634.97,710.0,87.93,4.2,-7.45,-5.1,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,3,0.1122349102773246,0.0685154975530179,0.0848287112561174,0.6296900489396411,0.1047308319738988,0.52,0.0800427076735365,0.5005140255544133,0.527838519764508,3.580737295494233,5.991660871578097,5.739903069466882,7.165631578947369,0.0536055221030988,0.0444999265677779,0.050227639888383,0.046556028785431,0.0584520487589954,0.0653546776325451,0.0624173887501835,0.0732853576149214,0.0690262887354971,0.068879424291379,0.0671170509619621,0.065060948744309,0.0750477309443383,0.0660889998531355,0.0522837421060361,0.02981348215597,0.0259950066088999,0.0977777777777777
707,707,1012000,63.6,0.0,0,97.3,88.7,83.8,80.0,24.7,31.9,340.8,2.93,0.66,2723,3102,68,12.2,481.0,64.0,48.0,3.4,0.0,0.0,5448.95,826.1,48.16,5360.19,547.91,488.0,81.26,3.3,-5.49,0.4,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.2197933227344992,0.0627980922098569,0.0639904610492845,0.56120826709062,0.0922098569157392,0.482,-0.0720311282088827,0.5044069041498347,0.5777272727272728,4.152613470346076,7.974960814950754,3.695127505891028,5.593023255813954,0.0473742196107234,0.0457216305545354,0.0624311421226588,0.059493206022769,0.0523319867792875,0.0613294160852001,0.0609621740727139,0.0751009915534337,0.082078589790672,0.0791406536907822,0.0706940874035989,0.0637164891663606,0.0591259640102827,0.065919941241278,0.0519647447668013,0.0255233198677928,0.0213000367242012,0.0396174863387978
708,708,1012000,36.0,0.0,4432,97.5,79.9,74.4,70.6,0.5,32.6,366.2,2.73,0.68,4432,1945,59,15.9,714.0,46.0,35.0,3.1,0.0,0.0,5454.82,542.41,8.36,5345.16,715.23,610.0,95.22,5.6,-5.16,-3.1,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.0813715455475946,0.0348004094165813,0.1269191402251791,0.7021494370522006,0.0547594677584442,0.5,0.0,0.4851083032490975,0.532977303070761,3.58351893845611,6.0,3.973149819494585,5.804878048780488,0.0552797833935018,0.0446750902527075,0.0505415162454873,0.0550541516245487,0.0595667870036101,0.0649819494584837,0.0703971119133574,0.0647563176895306,0.0665613718411552,0.079196750902527,0.0640794223826714,0.0670126353790613,0.0606949458483754,0.0600180505415162,0.0552797833935018,0.0347472924187725,0.0273014440433213,0.0223752151462994
709,709,1012000,24.9,0.0,4911,92.1,77.1,71.7,61.1,0.0,33.5,436.4,2.29,0.63,1637,4869,50,10.6,1806.72,61.0,46.0,3.9,0.0,0.0,5582.64,450.97,1.04,5131.37,559.73,505.0,85.44,4.9,-12.25,1.4,79.1,17.0,381,676.0,52.3,17.7,34.11,24.39,19.36,132.6,2,0.0900735294117647,0.0399816176470588,0.0965073529411764,0.6966911764705882,0.0767463235294117,0.455,-0.1804883757122935,0.4935858277336591,0.5158601528131512,3.214867803470662,4.98998997994986,3.279372836489513,9.124848484848483,0.0346161677866015,0.0454082671553655,0.0517206271635104,0.0450010181225819,0.0574221136224801,0.0606801058847485,0.0572184891060883,0.0663815923437181,0.0663815923437181,0.0708613317043372,0.0604764813683567,0.058440236204439,0.086336794950112,0.0804316839747505,0.0612909794339238,0.0358379148849521,0.0335980452046426,0.0530821917808219
710,710,1013000,1151.0,100.0,2351,98.0,97.6,96.8,88.6,76.9,27.8,404.0,2.48,0.65,8230,5251,207,23.1,32.6,181.0,183.0,3.9,51.05,4.44,6156.5,1606.34,75.34,6044.51,839.97,1325.0,115.32,3.7,-1.09,-7.7,81.6,10.0,76,734.6,65.5,17.94,35.03,23.44,19.09,683.11,1,0.1632723906503124,0.0681555195556584,0.1763480675769498,0.4791714880814626,0.1130525341356167,0.594,0.3805261597609122,0.5218421532292363,0.6435498089920658,7.048386408721883,33.926390907374746,7.785892217024121,2.3285714285714287,0.0489094112643538,0.0521902910261862,0.0538307309071025,0.0448386900783765,0.0405856977945197,0.0558964700164043,0.0671365210523118,0.0817789659153047,0.0807460963606537,0.0657391093019017,0.0578406950604532,0.0623974725074427,0.0828725925025821,0.0797739838386293,0.061972173279057,0.0260040099641533,0.0201105777993802,0.0520464881253158
711,711,1013000,53.5,28.1,2788,89.5,87.0,84.5,75.9,2.3,28.8,345.9,2.89,0.71,11152,2970,94,16.0,913.94,91.0,87.0,2.7,4.37,8.16,5372.48,692.83,11.81,5372.62,502.01,750.0,92.25,3.1,-2.78,-2.5,81.6,10.0,76,734.6,65.5,17.94,35.03,23.44,19.09,683.11,3,0.0735744941753525,0.0647864295932965,0.2033517269568771,0.5918659309217249,0.0664214183527488,0.5,0.0,0.5043041606886657,0.5479210323149885,3.979681653901961,7.314369419163897,3.263719512195122,4.393942307692308,0.0565817790530846,0.0512912482065997,0.0535329985652797,0.0526362984218077,0.0564921090387374,0.0669835007173601,0.0695839311334289,0.0689562410329985,0.0711979913916786,0.0689562410329985,0.0588235294117647,0.0674318507890961,0.0729017216642754,0.0613342898134863,0.0481527977044476,0.0286944045911047,0.026183644189383,0.0390625
712,712,1013000,41.8,0.0,0,88.1,81.9,76.5,65.9,0.5,29.8,339.6,2.94,0.73,1944,4429,38,12.4,985.69,38.0,23.0,2.7,0.0,0.0,5676.13,495.39,61.2,5889.23,1009.86,767.0,87.57,5.4,-4.64,0.0,81.6,10.0,76,734.6,65.5,17.94,35.03,23.44,19.09,683.11,2,0.0341545352743561,0.0582306830907054,0.1494960806270996,0.7127659574468085,0.0453527435610302,0.457,-0.1724259290397305,0.4921533316182145,0.568798751950078,3.7328963395307104,6.465291950097845,2.815281708258297,10.598817204301076,0.0560843838435811,0.0586570620015436,0.0583997941857473,0.0463082068433239,0.0547980447645999,0.0686905068175971,0.0735785953177257,0.0787239516336506,0.0674041677386159,0.0625160792384872,0.0563416516593774,0.0697195780807821,0.0697195780807821,0.0576279907383586,0.0403910470800102,0.0264985850270131,0.0264985850270131,0.0306122448979591
713,713,1013000,52.9,0.0,0,92.5,84.1,79.0,74.0,4.8,29.8,324.0,3.09,0.73,1728,3172,63,10.9,1590.49,72.0,76.0,2.9,1.35,2.55,5758.33,787.21,27.41,5279.88,469.16,502.0,69.27,4.6,-4.4,3.0,81.6,10.0,76,734.6,65.5,17.94,35.03,23.44,19.09,683.11,2,0.070098292809105,0.0589756854630108,0.1833936885669943,0.6316606311433006,0.0558717020175892,0.4629999999999999,-0.1482710404226307,0.502778420930771,0.5679884643114635,3.968403338864253,7.273238618387272,3.902315604699548,9.69810975609756,0.050821949525353,0.0525584626070849,0.0634406112526047,0.0555684186154202,0.0582310720074091,0.0632090761750405,0.0648298217179902,0.0742069923593424,0.0779115536003704,0.0761750405186385,0.0663347997221579,0.0648298217179902,0.0659874971058115,0.0569576290808057,0.0445705024311183,0.0216485297522574,0.0189858763602685,0.0344218887908208
714,714,1013000,37.6,0.0,1745,92.1,74.2,70.9,66.4,0.3,31.1,342.7,2.92,0.73,1745,2715,115,26.9,254.8,12.0,6.0,1.7,0.0,0.0,5508.25,438.96,1.99,5134.91,285.33,655.0,94.37,7.4,-7.42,6.3,81.6,10.0,76,734.6,65.5,17.94,35.03,23.44,19.09,683.11,2,0.0273159144893111,0.0463182897862232,0.1900237529691211,0.6995249406175772,0.0368171021377672,0.484,-0.064021858764931,0.4888252148997135,0.5782085561497327,3.6270040503958487,6.131883886702357,3.81432664756447,5.539130434782609,0.0538681948424068,0.0521489971346704,0.0475644699140401,0.0607449856733524,0.0664756446991404,0.0710601719197707,0.0750716332378223,0.0693409742120343,0.0653295128939828,0.0733524355300859,0.067621776504298,0.0584527220630372,0.0630372492836676,0.0458452722063037,0.0492836676217765,0.0297994269340974,0.0297994269340974,0.009090909090909
